STATE OF DISPLACEMET,STATE CODE,LOCALITY OF DISPLACEMENT,LOCALITY_ CODE,IDPs,HHs,  SUDANESE  , NON SUDANESE,State_Of_Origin,IDPs_by_state_of_origin
West Darfur,SD04,Ag Geneina,SD04115,32885,6577,32885,0, North Kordofan,0
West Darfur,SD04,Ag Geneina,SD04115,32885,6577,32885,0, Sennar,0
West Darfur,SD04,Ag Geneina,SD04115,32885,6577,32885,0, South Darfur,6440
West Darfur,SD04,Ag Geneina,SD04115,32885,6577,32885,0, South Kordofan,0
West Darfur,SD04,Ag Geneina,SD04115,32885,6577,32885,0, West Darfur,21280
West Darfur,SD04,Ag Geneina,SD04115,32885,6577,32885,0, West Kordofan,0
West Darfur,SD04,Ag Geneina,SD04115,32885,6577,32885,0, White Nile,0
West Darfur,SD04,Beida,SD04111,955,191,955,0, Aj Jazirah,0
West Darfur,SD04,Beida,SD04111,955,191,955,0, Central Darfur,5
West Darfur,SD04,Beida,SD04111,955,191,955,0, East Darfur,0
West Darfur,SD04,Beida,SD04111,955,191,955,0, Khartoum,0
West Darfur,SD04,Beida,SD04111,955,191,955,0, North Darfur,0
West Darfur,SD04,Beida,SD04111,955,191,955,0, North Kordofan,0
West Darfur,SD04,Beida,SD04111,955,191,955,0, Sennar,0
West Darfur,SD04,Beida,SD04111,955,191,955,0, South Darfur,195
West Darfur,SD04,Beida,SD04111,955,191,955,0, South Kordofan,0
West Darfur,SD04,Beida,SD04111,955,191,955,0, West Darfur,755
West Darfur,SD04,Beida,SD04111,955,191,955,0, West Kordofan,0
West Darfur,SD04,Beida,SD04111,955,191,955,0, White Nile,0
West Darfur,SD04,Foro Baranga,SD04121,6425,1285,6425,0, Aj Jazirah,0
West Darfur,SD04,Foro Baranga,SD04121,6425,1285,6425,0, Central Darfur,2615
West Darfur,SD04,Foro Baranga,SD04121,6425,1285,6425,0, East Darfur,185
West Darfur,SD04,Foro Baranga,SD04121,6425,1285,6425,0, Khartoum,755
West Darfur,SD04,Foro Baranga,SD04121,6425,1285,6425,0, North Darfur,0
West Darfur,SD04,Foro Baranga,SD04121,6425,1285,6425,0, North Kordofan,0
West Darfur,SD04,Foro Baranga,SD04121,6425,1285,6425,0, Sennar,0
West Darfur,SD04,Foro Baranga,SD04121,6425,1285,6425,0, South Darfur,885
West Darfur,SD04,Foro Baranga,SD04121,6425,1285,6425,0, South Kordofan,0
West Darfur,SD04,Foro Baranga,SD04121,6425,1285,6425,0, West Darfur,1985
West Darfur,SD04,Foro Baranga,SD04121,6425,1285,6425,0, West Kordofan,0
West Darfur,SD04,Foro Baranga,SD04121,6425,1285,6425,0, White Nile,0
West Darfur,SD04,Habila - WD,SD04122,13435,2687,13435,0, Aj Jazirah,0
West Darfur,SD04,Habila - WD,SD04122,13435,2687,13435,0, Central Darfur,0
West Darfur,SD04,Habila - WD,SD04122,13435,2687,13435,0, East Darfur,0
West Darfur,SD04,Habila - WD,SD04122,13435,2687,13435,0, Khartoum,0
West Darfur,SD04,Habila - WD,SD04122,13435,2687,13435,0, North Darfur,0
West Darfur,SD04,Habila - WD,SD04122,13435,2687,13435,0, North Kordofan,0
West Darfur,SD04,Habila - WD,SD04122,13435,2687,13435,0, Sennar,0
West Darfur,SD04,Habila - WD,SD04122,13435,2687,13435,0, South Darfur,0
West Darfur,SD04,Habila - WD,SD04122,13435,2687,13435,0, South Kordofan,0
West Darfur,SD04,Habila - WD,SD04122,13435,2687,13435,0, West Darfur,13435
West Darfur,SD04,Habila - WD,SD04122,13435,2687,13435,0, West Kordofan,0
West Darfur,SD04,Habila - WD,SD04122,13435,2687,13435,0, White Nile,0
West Darfur,SD04,Jebel Moon,SD04123,41645,8329,41645,0, Aj Jazirah,0
West Darfur,SD04,Jebel Moon,SD04123,41645,8329,41645,0, Central Darfur,0
West Darfur,SD04,Jebel Moon,SD04123,41645,8329,41645,0, East Darfur,0
West Darfur,SD04,Jebel Moon,SD04123,41645,8329,41645,0, Khartoum,434
West Darfur,SD04,Jebel Moon,SD04123,41645,8329,41645,0, North Darfur,311
West Darfur,SD04,Jebel Moon,SD04123,41645,8329,41645,0, North Kordofan,0
West Darfur,SD04,Jebel Moon,SD04123,41645,8329,41645,0, Sennar,0
West Darfur,SD04,Jebel Moon,SD04123,41645,8329,41645,0, South Darfur,0
West Darfur,SD04,Jebel Moon,SD04123,41645,8329,41645,0, South Kordofan,0
West Darfur,SD04,Jebel Moon,SD04123,41645,8329,41645,0, West Darfur,40900
West Darfur,SD04,Jebel Moon,SD04123,41645,8329,41645,0, West Kordofan,0
West Darfur,SD04,Jebel Moon,SD04123,41645,8329,41645,0, White Nile,0
West Darfur,SD04,Kereneik,SD04125,10920,2184,10920,0, Aj Jazirah,0
West Darfur,SD04,Kereneik,SD04125,10920,2184,10920,0, Central Darfur,0
West Darfur,SD04,Kereneik,SD04125,10920,2184,10920,0, East Darfur,0
West Darfur,SD04,Kereneik,SD04125,10920,2184,10920,0, Khartoum,0
West Darfur,SD04,Kereneik,SD04125,10920,2184,10920,0, North Darfur,0
West Darfur,SD04,Kereneik,SD04125,10920,2184,10920,0, North Kordofan,0
West Darfur,SD04,Kereneik,SD04125,10920,2184,10920,0, Sennar,0
West Darfur,SD04,Kereneik,SD04125,10920,2184,10920,0, South Darfur,0
West Darfur,SD04,Kereneik,SD04125,10920,2184,10920,0, South Kordofan,0
West Darfur,SD04,Kereneik,SD04125,10920,2184,10920,0, West Darfur,10920
West Darfur,SD04,Kereneik,SD04125,10920,2184,10920,0, West Kordofan,0
West Darfur,SD04,Kereneik,SD04125,10920,2184,10920,0, White Nile,0
West Darfur,SD04,Kulbus,SD04127,41195,8239,41195,0, Aj Jazirah,0
West Darfur,SD04,Kulbus,SD04127,41195,8239,41195,0, Central Darfur,0
West Darfur,SD04,Kulbus,SD04127,41195,8239,41195,0, East Darfur,0
West Darfur,SD04,Kulbus,SD04127,41195,8239,41195,0, Khartoum,0
West Darfur,SD04,Kulbus,SD04127,41195,8239,41195,0, North Darfur,0
West Darfur,SD04,Kulbus,SD04127,41195,8239,41195,0, North Kordofan,0
West Darfur,SD04,Kulbus,SD04127,41195,8239,41195,0, Sennar,0
West Darfur,SD04,Kulbus,SD04127,41195,8239,41195,0, South Darfur,1030
West Darfur,SD04,Kulbus,SD04127,41195,8239,41195,0, South Kordofan,0
West Darfur,SD04,Kulbus,SD04127,41195,8239,41195,0, West Darfur,40165
West Darfur,SD04,Kulbus,SD04127,41195,8239,41195,0, West Kordofan,0
West Darfur,SD04,Kulbus,SD04127,41195,8239,41195,0, White Nile,0
West Darfur,SD04,Sirba,SD04134,26225,5245,26225,0, Aj Jazirah,0
West Darfur,SD04,Sirba,SD04134,26225,5245,26225,0, Central Darfur,0
West Darfur,SD04,Sirba,SD04134,26225,5245,26225,0, East Darfur,0
West Darfur,SD04,Sirba,SD04134,26225,5245,26225,0, Khartoum,0
West Darfur,SD04,Sirba,SD04134,26225,5245,26225,0, North Darfur,0
West Darfur,SD04,Sirba,SD04134,26225,5245,26225,0, North Kordofan,0
West Darfur,SD04,Sirba,SD04134,26225,5245,26225,0, Sennar,0
West Darfur,SD04,Sirba,SD04134,26225,5245,26225,0, South Darfur,0
West Darfur,SD04,Sirba,SD04134,26225,5245,26225,0, South Kordofan,0
West Darfur,SD04,Sirba,SD04134,26225,5245,26225,0, West Darfur,26225
West Darfur,SD04,Sirba,SD04134,26225,5245,26225,0, West Kordofan,0
West Darfur,SD04,Sirba,SD04134,26225,5245,26225,0, White Nile,0
West Kordofan,SD18,Abu Zabad,SD18028,9764,1933,9764,0, Aj Jazirah,0
West Kordofan,SD18,Abu Zabad,SD18028,9764,1933,9764,0, Central Darfur,0
West Kordofan,SD18,Abu Zabad,SD18028,9764,1933,9764,0, East Darfur,0
West Kordofan,SD18,Abu Zabad,SD18028,9764,1933,9764,0, Khartoum,7835
West Kordofan,SD18,Abu Zabad,SD18028,9764,1933,9764,0, North Darfur,25
West Kordofan,SD18,Abu Zabad,SD18028,9764,1933,9764,0, North Kordofan,1904
West Kordofan,SD18,Abu Zabad,SD18028,9764,1933,9764,0, Sennar,0
West Kordofan,SD18,Abu Zabad,SD18028,9764,1933,9764,0, South Darfur,0
West Kordofan,SD18,Abu Zabad,SD18028,9764,1933,9764,0, South Kordofan,0
West Kordofan,SD18,Abu Zabad,SD18028,9764,1933,9764,0, West Darfur,0
West Kordofan,SD18,Abu Zabad,SD18028,9764,1933,9764,0, West Kordofan,0
West Kordofan,SD18,Abu Zabad,SD18028,9764,1933,9764,0, White Nile,0
West Kordofan,SD18,Abyei,SD18087,4291,835,4291,0, Aj Jazirah,0
West Kordofan,SD18,Abyei,SD18087,4291,835,4291,0, Central Darfur,0
West Kordofan,SD18,Abyei,SD18087,4291,835,4291,0, East Darfur,0
West Kordofan,SD18,Abyei,SD18087,4291,835,4291,0, Khartoum,3581
West Kordofan,SD18,Abyei,SD18087,4291,835,4291,0, North Darfur,0
West Kordofan,SD18,Abyei,SD18087,4291,835,4291,0, North Kordofan,0
West Kordofan,SD18,Abyei,SD18087,4291,835,4291,0, Sennar,0
West Kordofan,SD18,Abyei,SD18087,4291,835,4291,0, South Darfur,100
West Kordofan,SD18,Abyei,SD18087,4291,835,4291,0, South Kordofan,0
West Kordofan,SD18,Abyei,SD18087,4291,835,4291,0, West Darfur,0
West Kordofan,SD18,Abyei,SD18087,4291,835,4291,0, West Kordofan,610
West Kordofan,SD18,Abyei,SD18087,4291,835,4291,0, White Nile,0
West Kordofan,SD18,Al Dibab,SD18103,16030,3206,16030,0, Aj Jazirah,0
West Kordofan,SD18,Al Dibab,SD18103,16030,3206,16030,0, Central Darfur,0
West Kordofan,SD18,Al Dibab,SD18103,16030,3206,16030,0, East Darfur,0
West Kordofan,SD18,Al Dibab,SD18103,16030,3206,16030,0, Khartoum,7105
West Kordofan,SD18,Al Dibab,SD18103,16030,3206,16030,0, North Darfur,0
West Kordofan,SD18,Al Dibab,SD18103,16030,3206,16030,0, North Kordofan,0
West Kordofan,SD18,Al Dibab,SD18103,16030,3206,16030,0, Sennar,0
West Kordofan,SD18,Al Dibab,SD18103,16030,3206,16030,0, South Darfur,0
West Kordofan,SD18,Al Dibab,SD18103,16030,3206,16030,0, South Kordofan,0
West Kordofan,SD18,Al Dibab,SD18103,16030,3206,16030,0, West Darfur,0
West Kordofan,SD18,Al Dibab,SD18103,16030,3206,16030,0, West Kordofan,8925
West Kordofan,SD18,Al Dibab,SD18103,16030,3206,16030,0, White Nile,0
West Kordofan,SD18,Al Idia,SD18104,27311,5247,27311,0, Aj Jazirah,0
West Kordofan,SD18,Al Idia,SD18104,27311,5247,27311,0, Central Darfur,0
West Kordofan,SD18,Al Idia,SD18104,27311,5247,27311,0, East Darfur,0
West Kordofan,SD18,Al Idia,SD18104,27311,5247,27311,0, Khartoum,5731
West Kordofan,SD18,Al Idia,SD18104,27311,5247,27311,0, North Darfur,0
West Kordofan,SD18,Al Idia,SD18104,27311,5247,27311,0, North Kordofan,355
West Kordofan,SD18,Al Idia,SD18104,27311,5247,27311,0, Sennar,0
West Kordofan,SD18,Al Idia,SD18104,27311,5247,27311,0, South Darfur,60
West Kordofan,SD18,Al Idia,SD18104,27311,5247,27311,0, South Kordofan,0
West Kordofan,SD18,Al Idia,SD18104,27311,5247,27311,0, West Darfur,0
West Kordofan,SD18,Al Idia,SD18104,27311,5247,27311,0, West Kordofan,21165
West Kordofan,SD18,Al Idia,SD18104,27311,5247,27311,0, White Nile,0
West Kordofan,SD18,Al Khiwai,SD18105,7099,1407,7099,0, Aj Jazirah,0
West Kordofan,SD18,Al Khiwai,SD18105,7099,1407,7099,0, Central Darfur,0
West Kordofan,SD18,Al Khiwai,SD18105,7099,1407,7099,0, East Darfur,0
West Kordofan,SD18,Al Khiwai,SD18105,7099,1407,7099,0, Khartoum,517
West Kordofan,SD18,Al Khiwai,SD18105,7099,1407,7099,0, North Darfur,0
West Kordofan,SD18,Al Khiwai,SD18105,7099,1407,7099,0, North Kordofan,5882
West Kordofan,SD18,Al Khiwai,SD18105,7099,1407,7099,0, Sennar,0
West Kordofan,SD18,Al Khiwai,SD18105,7099,1407,7099,0, South Darfur,0
West Kordofan,SD18,Al Khiwai,SD18105,7099,1407,7099,0, South Kordofan,0
West Kordofan,SD18,Al Khiwai,SD18105,7099,1407,7099,0, West Darfur,0
West Kordofan,SD18,Al Khiwai,SD18105,7099,1407,7099,0, West Kordofan,700
West Kordofan,SD18,Al Khiwai,SD18105,7099,1407,7099,0, White Nile,0
West Kordofan,SD18,Al Lagowa,SD18102,6462,1134,6462,0, Aj Jazirah,0
West Kordofan,SD18,Al Lagowa,SD18102,6462,1134,6462,0, Central Darfur,0
West Kordofan,SD18,Al Lagowa,SD18102,6462,1134,6462,0, East Darfur,0
West Kordofan,SD18,Al Lagowa,SD18102,6462,1134,6462,0, Khartoum,1139
West Kordofan,SD18,Al Lagowa,SD18102,6462,1134,6462,0, North Darfur,0
West Kordofan,SD18,Al Lagowa,SD18102,6462,1134,6462,0, North Kordofan,376
West Kordofan,SD18,Al Lagowa,SD18102,6462,1134,6462,0, Sennar,0
West Kordofan,SD18,Al Lagowa,SD18102,6462,1134,6462,0, South Darfur,0
West Kordofan,SD18,Al Lagowa,SD18102,6462,1134,6462,0, South Kordofan,4947
West Kordofan,SD18,Al Lagowa,SD18102,6462,1134,6462,0, West Darfur,0
West Kordofan,SD18,Al Lagowa,SD18102,6462,1134,6462,0, West Kordofan,0
West Kordofan,SD18,Al Lagowa,SD18102,6462,1134,6462,0, White Nile,0
West Kordofan,SD18,Al Meiram,SD18106,4630,926,4630,0, Aj Jazirah,0
West Kordofan,SD18,Al Meiram,SD18106,4630,926,4630,0, Central Darfur,0
West Kordofan,SD18,Al Meiram,SD18106,4630,926,4630,0, East Darfur,0
West Kordofan,SD18,Al Meiram,SD18106,4630,926,4630,0, Khartoum,2950
West Kordofan,SD18,Al Meiram,SD18106,4630,926,4630,0, North Darfur,0
West Kordofan,SD18,Al Meiram,SD18106,4630,926,4630,0, North Kordofan,5
West Kordofan,SD18,Al Meiram,SD18106,4630,926,4630,0, Sennar,0
West Kordofan,SD18,Al Meiram,SD18106,4630,926,4630,0, South Darfur,0
West Kordofan,SD18,Al Meiram,SD18106,4630,926,4630,0, South Kordofan,5
West Kordofan,SD18,Al Meiram,SD18106,4630,926,4630,0, West Darfur,0
West Kordofan,SD18,Al Meiram,SD18106,4630,926,4630,0, West Kordofan,1670
West Kordofan,SD18,Al Meiram,SD18106,4630,926,4630,0, White Nile,0
West Kordofan,SD18,An Nuhud,SD18022,17341,3423,17341,0, Aj Jazirah,0
West Kordofan,SD18,An Nuhud,SD18022,17341,3423,17341,0, Central Darfur,0
West Kordofan,SD18,An Nuhud,SD18022,17341,3423,17341,0, East Darfur,0
West Kordofan,SD18,An Nuhud,SD18022,17341,3423,17341,0, Khartoum,15754
West Kordofan,SD18,An Nuhud,SD18022,17341,3423,17341,0, North Darfur,8
West Kordofan,SD18,An Nuhud,SD18022,17341,3423,17341,0, North Kordofan,548
West Kordofan,SD18,An Nuhud,SD18022,17341,3423,17341,0, Sennar,0
West Kordofan,SD18,An Nuhud,SD18022,17341,3423,17341,0, South Darfur,0
West Kordofan,SD18,An Nuhud,SD18022,17341,3423,17341,0, South Kordofan,6
West Kordofan,SD18,An Nuhud,SD18022,17341,3423,17341,0, West Darfur,0
West Kordofan,SD18,An Nuhud,SD18022,17341,3423,17341,0, West Kordofan,1025
West Kordofan,SD18,An Nuhud,SD18022,17341,3423,17341,0, White Nile,0
West Kordofan,SD18,As Salam - WK,SD18086,13328,2729,13328,0, Aj Jazirah,0
West Kordofan,SD18,As Salam - WK,SD18086,13328,2729,13328,0, Central Darfur,0
West Kordofan,SD18,As Salam - WK,SD18086,13328,2729,13328,0, East Darfur,0
West Kordofan,SD18,As Salam - WK,SD18086,13328,2729,13328,0, Khartoum,6823
West Kordofan,SD18,As Salam - WK,SD18086,13328,2729,13328,0, North Darfur,0
West Kordofan,SD18,As Salam - WK,SD18086,13328,2729,13328,0, North Kordofan,35
West Kordofan,SD18,As Salam - WK,SD18086,13328,2729,13328,0, Sennar,0
West Kordofan,SD18,As Salam - WK,SD18086,13328,2729,13328,0, South Darfur,0
West Kordofan,SD18,As Salam - WK,SD18086,13328,2729,13328,0, South Kordofan,145
West Kordofan,SD18,As Salam - WK,SD18086,13328,2729,13328,0, West Darfur,0
West Kordofan,SD18,As Salam - WK,SD18086,13328,2729,13328,0, West Kordofan,6325
West Kordofan,SD18,As Salam - WK,SD18086,13328,2729,13328,0, White Nile,0
West Kordofan,SD18,As Sunut,SD18092,2446,495,2446,0, Aj Jazirah,0
West Kordofan,SD18,As Sunut,SD18092,2446,495,2446,0, Central Darfur,0
West Kordofan,SD18,As Sunut,SD18092,2446,495,2446,0, East Darfur,5
West Kordofan,SD18,As Sunut,SD18092,2446,495,2446,0, Khartoum,1370
West Kordofan,SD18,As Sunut,SD18092,2446,495,2446,0, North Darfur,0
West Kordofan,SD18,As Sunut,SD18092,2446,495,2446,0, North Kordofan,156
West Kordofan,SD18,As Sunut,SD18092,2446,495,2446,0, Sennar,0
West Kordofan,SD18,As Sunut,SD18092,2446,495,2446,0, South Darfur,0
West Kordofan,SD18,As Sunut,SD18092,2446,495,2446,0, South Kordofan,25
West Kordofan,SD18,As Sunut,SD18092,2446,495,2446,0, West Darfur,0
West Kordofan,SD18,As Sunut,SD18092,2446,495,2446,0, West Kordofan,890
West Kordofan,SD18,As Sunut,SD18092,2446,495,2446,0, White Nile,0
West Kordofan,SD18,Babanusa,SD18100,24629,4926,24629,0, Aj Jazirah,0
West Kordofan,SD18,Babanusa,SD18100,24629,4926,24629,0, Central Darfur,0
West Kordofan,SD18,Babanusa,SD18100,24629,4926,24629,0, East Darfur,0
West Kordofan,SD18,Babanusa,SD18100,24629,4926,24629,0, Khartoum,149
West Kordofan,SD18,Babanusa,SD18100,24629,4926,24629,0, North Darfur,0
West Kordofan,SD18,Babanusa,SD18100,24629,4926,24629,0, North Kordofan,0
West Kordofan,SD18,Babanusa,SD18100,24629,4926,24629,0, Sennar,0
West Kordofan,SD18,Babanusa,SD18100,24629,4926,24629,0, South Darfur,0
West Kordofan,SD18,Babanusa,SD18100,24629,4926,24629,0, South Kordofan,0
West Kordofan,SD18,Babanusa,SD18100,24629,4926,24629,0, West Darfur,0
West Kordofan,SD18,Babanusa,SD18100,24629,4926,24629,0, West Kordofan,24480
West Kordofan,SD18,Babanusa,SD18100,24629,4926,24629,0, White Nile,0
West Kordofan,SD18,Ghubaish,SD18021,7117,1499,7117,0, Aj Jazirah,0
West Kordofan,SD18,Ghubaish,SD18021,7117,1499,7117,0, Central Darfur,0
West Kordofan,SD18,Ghubaish,SD18021,7117,1499,7117,0, East Darfur,0
West Kordofan,SD18,Ghubaish,SD18021,7117,1499,7117,0, Khartoum,4774
West Kordofan,SD18,Ghubaish,SD18021,7117,1499,7117,0, North Darfur,71
West Kordofan,SD18,Ghubaish,SD18021,7117,1499,7117,0, North Kordofan,987
West Kordofan,SD18,Ghubaish,SD18021,7117,1499,7117,0, Sennar,0
West Kordofan,SD18,Ghubaish,SD18021,7117,1499,7117,0, South Darfur,90
West Kordofan,SD18,Ghubaish,SD18021,7117,1499,7117,0, South Kordofan,0
West Kordofan,SD18,Ghubaish,SD18021,7117,1499,7117,0, West Darfur,0
West Kordofan,SD18,Ghubaish,SD18021,7117,1499,7117,0, West Kordofan,1195
West Kordofan,SD18,Ghubaish,SD18021,7117,1499,7117,0, White Nile,0
West Kordofan,SD18,Keilak,SD18085,1827,351,1827,0, Aj Jazirah,0
West Kordofan,SD18,Keilak,SD18085,1827,351,1827,0, Central Darfur,0
West Kordofan,SD18,Keilak,SD18085,1827,351,1827,0, East Darfur,0
West Kordofan,SD18,Keilak,SD18085,1827,351,1827,0, Khartoum,165
West Kordofan,SD18,Keilak,SD18085,1827,351,1827,0, North Darfur,0
West Kordofan,SD18,Keilak,SD18085,1827,351,1827,0, North Kordofan,160
West Kordofan,SD18,Keilak,SD18085,1827,351,1827,0, Sennar,0
West Kordofan,SD18,Keilak,SD18085,1827,351,1827,0, South Darfur,0
West Kordofan,SD18,Keilak,SD18085,1827,351,1827,0, South Kordofan,987
West Kordofan,SD18,Keilak,SD18085,1827,351,1827,0, West Darfur,0
West Kordofan,SD18,Keilak,SD18085,1827,351,1827,0, West Kordofan,515
West Kordofan,SD18,Keilak,SD18085,1827,351,1827,0, White Nile,0
West Kordofan,SD18,Wad Bandah,SD18029,4735,880,4735,0, Aj Jazirah,0
West Kordofan,SD18,Wad Bandah,SD18029,4735,880,4735,0, Central Darfur,0
West Kordofan,SD18,Wad Bandah,SD18029,4735,880,4735,0, East Darfur,0
West Kordofan,SD18,Wad Bandah,SD18029,4735,880,4735,0, Khartoum,3634
West Kordofan,SD18,Wad Bandah,SD18029,4735,880,4735,0, North Darfur,741
West Kordofan,SD18,Wad Bandah,SD18029,4735,880,4735,0, North Kordofan,191
West Kordofan,SD18,Wad Bandah,SD18029,4735,880,4735,0, Sennar,0
West Kordofan,SD18,Wad Bandah,SD18029,4735,880,4735,0, South Darfur,0
West Kordofan,SD18,Wad Bandah,SD18029,4735,880,4735,0, South Kordofan,0
West Kordofan,SD18,Wad Bandah,SD18029,4735,880,4735,0, West Darfur,0
West Kordofan,SD18,Wad Bandah,SD18029,4735,880,4735,0, West Kordofan,169
West Kordofan,SD18,Wad Bandah,SD18029,4735,880,4735,0, White Nile,0
White Nile,SD09,Ad Diwaim,SD09044,85711,17243,85656,55, Aj Jazirah,570
White Nile,SD09,Ad Diwaim,SD09044,85711,17243,85656,55, Central Darfur,0
White Nile,SD09,Ad Diwaim,SD09044,85711,17243,85656,55, East Darfur,0
White Nile,SD09,Ad Diwaim,SD09044,85711,17243,85656,55, Khartoum,85141
White Nile,SD09,Ad Diwaim,SD09044,85711,17243,85656,55, North Darfur,0
White Nile,SD09,Ad Diwaim,SD09044,85711,17243,85656,55, North Kordofan,0
White Nile,SD09,Ad Diwaim,SD09044,85711,17243,85656,55, Sennar,0
White Nile,SD09,Ad Diwaim,SD09044,85711,17243,85656,55, South Darfur,0
White Nile,SD09,Ad Diwaim,SD09044,85711,17243,85656,55, South Kordofan,0
White Nile,SD09,Ad Diwaim,SD09044,85711,17243,85656,55, West Darfur,0
White Nile,SD09,Ad Diwaim,SD09044,85711,17243,85656,55, West Kordofan,0
White Nile,SD09,Ad Diwaim,SD09044,85711,17243,85656,55, White Nile,0
White Nile,SD09,Aj Jabalain,SD09051,104144,20840,55823,48321, Aj Jazirah,7164
White Nile,SD09,Aj Jabalain,SD09051,104144,20840,55823,48321, Central Darfur,0
White Nile,SD09,Aj Jabalain,SD09051,104144,20840,55823,48321, East Darfur,0
White Nile,SD09,Aj Jabalain,SD09051,104144,20840,55823,48321, Khartoum,96248
White Nile,SD09,Aj Jabalain,SD09051,104144,20840,55823,48321, North Darfur,0
White Nile,SD09,Aj Jabalain,SD09051,104144,20840,55823,48321, North Kordofan,220
White Nile,SD09,Aj Jabalain,SD09051,104144,20840,55823,48321, Sennar,0
White Nile,SD09,Aj Jabalain,SD09051,104144,20840,55823,48321, South Darfur,0
White Nile,SD09,Aj Jabalain,SD09051,104144,20840,55823,48321, South Kordofan,0
White Nile,SD09,Aj Jabalain,SD09051,104144,20840,55823,48321, West Darfur,0
White Nile,SD09,Aj Jabalain,SD09051,104144,20840,55823,48321, West Kordofan,0
White Nile,SD09,Aj Jabalain,SD09051,104144,20840,55823,48321, White Nile,512
White Nile,SD09,Al Gitaina,SD09050,13865,2773,13865,0, Aj Jazirah,140
White Nile,SD09,Al Gitaina,SD09050,13865,2773,13865,0, Central Darfur,0
White Nile,SD09,Al Gitaina,SD09050,13865,2773,13865,0, East Darfur,0
White Nile,SD09,Al Gitaina,SD09050,13865,2773,13865,0, Khartoum,13406
White Nile,SD09,Al Gitaina,SD09050,13865,2773,13865,0, North Darfur,0
White Nile,SD09,Al Gitaina,SD09050,13865,2773,13865,0, North Kordofan,0
White Nile,SD09,Al Gitaina,SD09050,13865,2773,13865,0, Sennar,0
White Nile,SD09,Al Gitaina,SD09050,13865,2773,13865,0, South Darfur,0
White Nile,SD09,Al Gitaina,SD09050,13865,2773,13865,0, South Kordofan,0
White Nile,SD09,Al Gitaina,SD09050,13865,2773,13865,0, West Darfur,0
White Nile,SD09,Al Gitaina,SD09050,13865,2773,13865,0, West Kordofan,0
White Nile,SD09,Al Gitaina,SD09050,13865,2773,13865,0, White Nile,319
White Nile,SD09,As Salam / Ar Rawat,SD09049,47126,9420,6176,40950, Aj Jazirah,102
White Nile,SD09,As Salam / Ar Rawat,SD09049,47126,9420,6176,40950, Central Darfur,0
White Nile,SD09,As Salam / Ar Rawat,SD09049,47126,9420,6176,40950, East Darfur,0
White Nile,SD09,As Salam / Ar Rawat,SD09049,47126,9420,6176,40950, Khartoum,46975
White Nile,SD09,As Salam / Ar Rawat,SD09049,47126,9420,6176,40950, North Darfur,0
White Nile,SD09,As Salam / Ar Rawat,SD09049,47126,9420,6176,40950, North Kordofan,0
White Nile,SD09,As Salam / Ar Rawat,SD09049,47126,9420,6176,40950, Sennar,0
White Nile,SD09,As Salam / Ar Rawat,SD09049,47126,9420,6176,40950, South Darfur,0
White Nile,SD09,As Salam / Ar Rawat,SD09049,47126,9420,6176,40950, South Kordofan,0
White Nile,SD09,As Salam / Ar Rawat,SD09049,47126,9420,6176,40950, West Darfur,0
White Nile,SD09,As Salam / Ar Rawat,SD09049,47126,9420,6176,40950, West Kordofan,0
White Nile,SD09,As Salam / Ar Rawat,SD09049,47126,9420,6176,40950, White Nile,49
White Nile,SD09,Guli,SD09052,32478,6279,32478,0, Aj Jazirah,2219
White Nile,SD09,Guli,SD09052,32478,6279,32478,0, Central Darfur,0
White Nile,SD09,Guli,SD09052,32478,6279,32478,0, East Darfur,0
White Nile,SD09,Guli,SD09052,32478,6279,32478,0, Khartoum,26562
White Nile,SD09,Guli,SD09052,32478,6279,32478,0, North Darfur,0
White Nile,SD09,Guli,SD09052,32478,6279,32478,0, North Kordofan,49
White Nile,SD09,Guli,SD09052,32478,6279,32478,0, Sennar,55
White Nile,SD09,Guli,SD09052,32478,6279,32478,0, South Darfur,0
White Nile,SD09,Guli,SD09052,32478,6279,32478,0, South Kordofan,0
White Nile,SD09,Guli,SD09052,32478,6279,32478,0, West Darfur,0
White Nile,SD09,Guli,SD09052,32478,6279,32478,0, West Kordofan,0
White Nile,SD09,Guli,SD09052,32478,6279,32478,0, White Nile,3593
White Nile,SD09,Kosti,SD09047,119673,23709,119305,368, Aj Jazirah,29764
White Nile,SD09,Kosti,SD09047,119673,23709,119305,368, Central Darfur,0
White Nile,SD09,Kosti,SD09047,119673,23709,119305,368, East Darfur,0
White Nile,SD09,Kosti,SD09047,119673,23709,119305,368, Khartoum,89659
White Nile,SD09,Kosti,SD09047,119673,23709,119305,368, North Darfur,0
White Nile,SD09,Kosti,SD09047,119673,23709,119305,368, North Kordofan,0
White Nile,SD09,Kosti,SD09047,119673,23709,119305,368, Sennar,0
White Nile,SD09,Kosti,SD09047,119673,23709,119305,368, South Darfur,0
White Nile,SD09,Kosti,SD09047,119673,23709,119305,368, South Kordofan,0
White Nile,SD09,Kosti,SD09047,119673,23709,119305,368, West Darfur,0
White Nile,SD09,Kosti,SD09047,119673,23709,119305,368, West Kordofan,0
White Nile,SD09,Kosti,SD09047,119673,23709,119305,368, White Nile,250
White Nile,SD09,Rabak,SD09046,92295,18232,92295,0, Aj Jazirah,9558
White Nile,SD09,Rabak,SD09046,92295,18232,92295,0, Central Darfur,0
White Nile,SD09,Rabak,SD09046,92295,18232,92295,0, East Darfur,0
